codigo_krona;descricao_krona;linha_krona;funcao_krona;aplicacao_krona;caracteristicas_tecnicas;normas_referencia;beneficios;descricao_matriz;linha_matriz;familia_krona;unidade_venda;tipo_embalagem;comprimento_matriz;altura_matriz;largura_matriz;quantidade_embalagem;ncm_krona;codigo_barras_produto;codigo_barras_embalagem;codigo_barras_reembalagem;descricao_normalizada;categoria_detectada;eh_tubo;diametro_mm;comprimento_detectado_m;comprimento_matriz_m;comprimento_final_m;diametro_final_mm
1357;LUVA ULTRATERM - 15MM;CPVC - ULTRATERM - CONEXOES;Efetuar a emenda entre tubos, através de suas bolsas soldáveis, para garantir a estanqueidade e conformidade do trecho.;Utilizada em instalação hidráulica residencial, comercial e industrial na geração de água quente ou sistemas de água fria com alta pressão, Por exemplo: Ramais de água quente, linhas de prumada de água fria;"*Material: CPVC (Policloreto de Vinila Clorado).
*Processo: Injeção 
*Cor: Bege 
* Conexão: Bolsa / Bolsa 
*Temperatura x Pressão:
o 20 ͦC x 24 kgf/cm²
o 70 ͦC x 9 kgf/cm²";"*ABNT NBR 15884 
* ABNT NBR 5626";"*Sem efeito nocivo ao organismo, atóxico. 
*Baixa condutividade térmica, isolante. 
*Resistente a corrosão, não enferruja.
* Superfície interna lisa, não incrusta.";LUVA ULTRATERM - 15MM;CPVC - ULTRATERM - CONEXOES;AQ;PC;Sacos;20.0;32.0;20.0;10.0;3917.40.90;7897801319898;17897801319895;27897801319892;LUVA ULTRATERM - 15MM;LUVA;False;15.0;;0.02;0.02;15.0
1358;LUVA ULTRATERM - 22MM;CPVC - ULTRATERM - CONEXOES;Efetuar a emenda entre tubos, através de suas bolsas soldáveis, para garantir a estanqueidade e conformidade do trecho.;Utilizada em instalação hidráulica residencial, comercial e industrial na geração de água quente ou sistemas de água fria com alta pressão, Por exemplo: Ramais de água quente, linhas de prumada de água fria;"*Material: CPVC (Policloreto de Vinila Clorado).
*Processo: Injeção 
*Cor: Bege 
* Conexão: Bolsa / Bolsa 
*Temperatura x Pressão:
o 20 ͦC x 24 kgf/cm²
o 70 ͦC x 9 kgf/cm²";"*ABNT NBR 15884 
* ABNT NBR 5626";"*Sem efeito nocivo ao organismo, atóxico. 
*Baixa condutividade térmica, isolante. 
*Resistente a corrosão, não enferruja.
* Superfície interna lisa, não incrusta.";LUVA ULTRATERM - 22MM;CPVC - ULTRATERM - CONEXOES;AQ;PC;Sacos;27.0;41.0;27.0;10.0;3917.40.90;7897801319904;17897801319901;27897801319908;LUVA ULTRATERM - 22MM;LUVA;False;22.0;;0.027;0.027;22.0
1359;LUVA ULTRATERM - 28MM;CPVC - ULTRATERM - CONEXOES;Efetuar a emenda entre tubos, através de suas bolsas soldáveis, para garantir a estanqueidade e conformidade do trecho.;Utilizada em instalação hidráulica residencial, comercial e industrial na geração de água quente ou sistemas de água fria com alta pressão, Por exemplo: Ramais de água quente, linhas de prumada de água fria;"*Material: CPVC (Policloreto de Vinila Clorado).
*Processo: Injeção 
*Cor: Bege 
* Conexão: Bolsa / Bolsa 
*Temperatura x Pressão:
o 20 ͦC x 24 kgf/cm²
o 70 ͦC x 9 kgf/cm²";"*ABNT NBR 15884 
* ABNT NBR 5626";"*Sem efeito nocivo ao organismo, atóxico. 
*Baixa condutividade térmica, isolante. 
*Resistente a corrosão, não enferruja.
* Superfície interna lisa, não incrusta.";LUVA ULTRATERM - 28MM;CPVC - ULTRATERM - CONEXOES;AQ;PC;Sacos;34.0;52.0;34.0;10.0;3917.40.90;7897801319911;17897801319918;27897801319915;LUVA ULTRATERM - 28MM;LUVA;False;28.0;;0.034;0.034;28.0
136;TUBO PVC ESG SR 6M DN50X6M;TUBOS PVC ESGOTO;Instalações prediais industriais, comerciais e residenciais, principalmente quando se exige maiores esforços.;A linha de Esgoto Série Reforçada é utilizada em instalações prediais de esgoto sanitário, água pluvial e ventilação na qual se necessita de uma maior classe de rigidez. Geralmente utilizada em obras verticais com mais de três pavimentos, como: tubos de queda e subcoletores.;"*Matéria Prima PVC (Policloreto de Vinila) 
*Cor: Cinza Claro
*Processo: Extrusão 
*Temperatura Nominal: 75 ͦC (regime não
contínuo) 
*Escoamento por gravidade, não submetida
a pressão e ventilação. 
*Resistência a classe de rigidez de 3.200Pa para
os tubos esgoto DN 100 e 150 mm.";"*ABNT NBR 5688 
*ABNT NBR 8160";"*Resistente a esforços mecânicos e a
temperatura. 
*Fácil instalação. 
*Simples execução das juntas, leveza dos
materiais. 
*Estanqueidade em junta elástica. 
*Bolsa com dupla ação: junta elástica e
soldável.";TUBO PVC ESG SR 6M DN50X6M;TUBOS PVC ESGOTO;ESGOTO;BR;Amarrados;6000.0;54.0;54.0;5.0;3917.23.00;7897801313766;17897801313763;27897801313760;TUBO PVC ESGOTO SERIE REFORCADA 6M DN50X6M;TUBO;True;;6.0;6.0;6.0;
1360;LUVA TRANSICAO F/F ULTRATERM X SOLD- 15X20MM;CPVC - ULTRATERM - CONEXOES;Efetuar a transição do CPVC para o PVC soldável através de bolsas em CPVC que garantem a estanqueidade da transição.;Utilizada em instalação hidráulica residencial, comercial e industrial na geração de água quente ou sistemas de água fria com alta pressão, Por exemplo: Misturadores de água quente e fria, linhas de brumada de água fria.;"*Material: CPVC (Policloreto de Vinila Clorado).
*Processo: Injeção. 
*Cor: Bege 
*Conexão: Bolsa / Bolsa 
*Temperatura x Pressão 
*20 ͦC x 24 kgf/cm². 
*70 ͦC x 9 kgf/cm²";"* ABNT NBR 15884 
*ABNT NBR 5626";"*Sem efeito nocivo ao organismo, atóxico. 
*Baixa condutividade térmica, isolante. 
*Resistente a corrosão, não enferruja. 
*Superfície interna lisa, não incrusta.";LUVA TRANSICAO F/F ULTRATERM X SOLD- 15X20MM;CPVC - ULTRATERM - CONEXOES;AQ;PC;Caixas;27.0;31.5;27.0;10.0;3917.40.90;7897801319928;17897801319925;27897801319922;LUVA TRANSICAO F F ULTRATERM X SOLDAVEL - 15X20MM;LUVA;False;;;0.027;0.027;
1361;LUVA TRANSICAO F/F ULTRATERM X SOLD- 22X25MM;CPVC - ULTRATERM - CONEXOES;Efetuar a transição do CPVC para o PVC soldável através de bolsas em CPVC que garantem a estanqueidade da transição.;Utilizada em instalação hidráulica residencial, comercial e industrial na geração de água quente ou sistemas de água fria com alta pressão, Por exemplo: Misturadores de água quente e fria, linhas de brumada de água fria.;"*Material: CPVC (Policloreto de Vinila Clorado).
*Processo: Injeção. 
*Cor: Bege 
*Conexão: Bolsa / Bolsa 
*Temperatura x Pressão 
*20 ͦC x 24 kgf/cm². 
*70 ͦC x 9 kgf/cm²";"* ABNT NBR 15884 
*ABNT NBR 5626";"*Sem efeito nocivo ao organismo, atóxico. 
*Baixa condutividade térmica, isolante. 
*Resistente a corrosão, não enferruja. 
*Superfície interna lisa, não incrusta.";LUVA TRANSICAO F/F ULTRATERM X SOLD- 22X25MM;CPVC - ULTRATERM - CONEXOES;AQ;PC;Caixas;32.5;33.9;32.5;10.0;3917.40.90;7897801319935;17897801319932;27897801319939;LUVA TRANSICAO F F ULTRATERM X SOLDAVEL - 22X25MM;LUVA;False;;;0.0325;0.0325;
1362;LUVA DE TRANSICAO RF ULTRATERM - 15 X 1/2;CPVC - ULTRATERM - CONEXOES;Efetuar a transição do CPVC para outros matérias através de um inserto metálico com rosca fêmea que garante a estanqueidade.;Utilizada em instalação hidráulica residencial, comercial e industrial nas tubulações de água quente ou trechos de água fria com alta pressão, Por exemplo: engate em boilers de água quente, registro de misturadores de água.;"*Material: CPVC (Policloreto de Vinila Clorado).
*Processo: Injeção. 
*Cor: Bege 
*Conexão: Bolsa / Bolsa 
*Temperatura x Pressão 
*20 ͦC x 24 kgf/cm². 
*70 ͦC x 9 kgf/cm²";"*ABNT NBR 15884 
*ABNT NBR 5626";"*Sem efeito nocivo ao organismo, atóxico. 
*Baixa condutividade térmica, isolante. 
*Resistente a corrosão, não enferruja. 
*Superfície interna lisa, não incrusta.";LUVA DE TRANSICAO RF ULTRATERM - 15 X 1/2;CPVC - ULTRATERM - CONEXOES;AQ;PC;Caixas;35.0;33.0;35.0;10.0;3917.40.90;7897801319942;17897801319949;27897801319946;LUVA DE TRANSICAO RF ULTRATERM - 15 X 1 2;LUVA;False;;;0.035;0.035;
1363;LUVA DE TRANSICAO RF ULTRATERM - 22 X 1/2;CPVC - ULTRATERM - CONEXOES;Efetuar a transição do CPVC para outros matérias através de um inserto metálico com rosca fêmea que garante a estanqueidade.;Utilizada em instalação hidráulica residencial, comercial e industrial nas tubulações de água quente ou trechos de água fria com alta pressão, Por exemplo: engate em boilers de água quente, registro de misturadores de água.;"*Material: CPVC (Policloreto de Vinila Clorado).
*Processo: Injeção. 
*Cor: Bege 
*Conexão: Bolsa / Bolsa 
*Temperatura x Pressão 
*20 ͦC x 24 kgf/cm². 
*70 ͦC x 9 kgf/cm²";"*ABNT NBR 15884 
*ABNT NBR 5626";"*Sem efeito nocivo ao organismo, atóxico. 
*Baixa condutividade térmica, isolante. 
*Resistente a corrosão, não enferruja. 
*Superfície interna lisa, não incrusta.";LUVA DE TRANSICAO RF ULTRATERM - 22 X 1/2;CPVC - ULTRATERM - CONEXOES;AQ;PC;Caixas;35.0;38.0;35.0;10.0;3917.40.90;7897801319959;17897801319956;27897801319953;LUVA DE TRANSICAO RF ULTRATERM - 22 X 1 2;LUVA;False;;;0.035;0.035;
1364;LUVA DE TRANSICAO RF ULTRATERM - 22 X 3/4;CPVC - ULTRATERM - CONEXOES;Efetuar a transição do CPVC para outros matérias através de um inserto metálico com rosca fêmea que garante a estanqueidade.;Utilizada em instalação hidráulica residencial, comercial e industrial nas tubulações de água quente ou trechos de água fria com alta pressão, Por exemplo: engate em boilers de água quente, registro de misturadores de água.;"*Material: CPVC (Policloreto de Vinila Clorado).
*Processo: Injeção. 
*Cor: Bege 
*Conexão: Bolsa / Bolsa 
*Temperatura x Pressão 
*20 ͦC x 24 kgf/cm². 
*70 ͦC x 9 kgf/cm²";"*ABNT NBR 15884 
*ABNT NBR 5626";"*Sem efeito nocivo ao organismo, atóxico. 
*Baixa condutividade térmica, isolante. 
*Resistente a corrosão, não enferruja. 
*Superfície interna lisa, não incrusta.";LUVA DE TRANSICAO RF ULTRATERM - 22 X 3/4;CPVC - ULTRATERM - CONEXOES;AQ;PC;Caixas;40.0;40.0;40.0;10.0;3917.40.90;7897801319966;17897801319963;27897801319960;LUVA DE TRANSICAO RF ULTRATERM - 22 X 3 4;LUVA;False;;;0.04;0.04;
1365;LUVA DE TRANSICAO RF ULTRATERM - 28 X 1;CPVC - ULTRATERM - CONEXOES;Efetuar a transição do CPVC para outros matérias através de um inserto metálico com rosca fêmea que garante a estanqueidade.;Utilizada em instalação hidráulica residencial, comercial e industrial nas tubulações de água quente ou trechos de água fria com alta pressão, Por exemplo: engate em boilers de água quente, registro de misturadores de água.;"*Material: CPVC (Policloreto de Vinila Clorado).
*Processo: Injeção. 
*Cor: Bege 
*Conexão: Bolsa / Bolsa 
*Temperatura x Pressão 
*20 ͦC x 24 kgf/cm². 
*70 ͦC x 9 kgf/cm²";"*ABNT NBR 15884 
*ABNT NBR 5626";"*Sem efeito nocivo ao organismo, atóxico. 
*Baixa condutividade térmica, isolante. 
*Resistente a corrosão, não enferruja. 
*Superfície interna lisa, não incrusta.";LUVA DE TRANSICAO RF ULTRATERM - 28 X 1;CPVC - ULTRATERM - CONEXOES;AQ;PC;Caixas;50.0;48.0;50.0;10.0;3917.40.90;7897801319973;17897801319970;27897801319977;LUVA DE TRANSICAO RF ULTRATERM - 28 X 1;LUVA;False;;;0.05;0.05;
1366;TE ULTRATERM - 15MM;CPVC - ULTRATERM - CONEXOES;Efetuar a ramificação de tubulações sem alterar o diâmetro, para garantir a distribuição de pontos conforme projeto.;Utilizada em instalação hidráulica residencial, comercial e industrial nas tubulações de água quente ou trechos de água fria com alta pressão, Por exemplo: sub-ramais de água quente, derivações de prumadas de água fria.;"*Material: CPVC (Policloreto de Vinila Clorado).
*Processo: Injeção 
*Cor: Bege 
*Conexão: Bolsa / Bolsa / Bolsa 
*Temperatura x Pressão:
o 20 ͦC x 24 kgf/cm²
o 70 ͦC x 9 kgf/cm²";"*ABNT NBR 15884 
*ABNT NBR 5626";"*Sem efeito nocivo ao organismo, atóxico.
*Baixa condutividade térmica, isolante.
*Resistente a corrosão, não enferruja. 
*Superfície interna lisa, não incrusta.";TE ULTRATERM - 15MM;CPVC - ULTRATERM - CONEXOES;AQ;PC;Sacos;20.0;34.5;48.5;10.0;3917.40.90;7897801319980;17897801319987;27897801319984;TE ULTRATERM - 15MM;TE;False;15.0;;0.02;0.02;15.0
1367;TE ULTRATERM - 22MM;CPVC - ULTRATERM - CONEXOES;Efetuar a ramificação de tubulações sem alterar o diâmetro, para garantir a distribuição de pontos conforme projeto.;Utilizada em instalação hidráulica residencial, comercial e industrial nas tubulações de água quente ou trechos de água fria com alta pressão, Por exemplo: sub-ramais de água quente, derivações de prumadas de água fria.;"*Material: CPVC (Policloreto de Vinila Clorado).
*Processo: Injeção 
*Cor: Bege 
*Conexão: Bolsa / Bolsa / Bolsa 
*Temperatura x Pressão:
o 20 ͦC x 24 kgf/cm²
o 70 ͦC x 9 kgf/cm²";"*ABNT NBR 15884 
*ABNT NBR 5626";"*Sem efeito nocivo ao organismo, atóxico.
*Baixa condutividade térmica, isolante.
*Resistente a corrosão, não enferruja. 
*Superfície interna lisa, não incrusta.";TE ULTRATERM - 22MM;CPVC - ULTRATERM - CONEXOES;AQ;PC;Sacos;27.0;65.0;48.0;10.0;3917.40.90;7897801319997;17897801319994;27897801319991;TE ULTRATERM - 22MM;TE;False;22.0;;0.027;0.027;22.0
1368;TE ULTRATERM - 28MM;CPVC - ULTRATERM - CONEXOES;Efetuar a ramificação de tubulações sem alterar o diâmetro, para garantir a distribuição de pontos conforme projeto.;Utilizada em instalação hidráulica residencial, comercial e industrial nas tubulações de água quente ou trechos de água fria com alta pressão, Por exemplo: sub-ramais de água quente, derivações de prumadas de água fria.;"*Material: CPVC (Policloreto de Vinila Clorado).
*Processo: Injeção 
*Cor: Bege 
*Conexão: Bolsa / Bolsa / Bolsa 
*Temperatura x Pressão:
o 20 ͦC x 24 kgf/cm²
o 70 ͦC x 9 kgf/cm²";"*ABNT NBR 15884 
*ABNT NBR 5626";"*Sem efeito nocivo ao organismo, atóxico.
*Baixa condutividade térmica, isolante.
*Resistente a corrosão, não enferruja. 
*Superfície interna lisa, não incrusta.";TE ULTRATERM - 28MM;CPVC - ULTRATERM - CONEXOES;AQ;PC;Sacos;34.0;81.0;58.0;10.0;3917.40.90;7897801320009;17897801320006;27897801320003;TE ULTRATERM - 28MM;TE;False;28.0;;0.034;0.034;28.0
1369;TE MISTURADOR RF ULTRATERM - 15 X 1/2;CPVC - ULTRATERM - CONEXOES;Promover a mistura de água quente e fria por meio dos registros instalados em seus insertos metálicos com rosca fêmea.;Utilizada em instalação hidráulica residencial, comercial e industrial em pontos de mistura dos sistemas de água quente e água fria. Por exemplo: Chuveiros, linhas de recirculação com controle de temperatura, misturadores, pias.;"*Material: CPVC (Policloreto de Vinila Clorado).
* Processo: Injeção. 
*Cor: Bege
*Rosca Fêmea: NBR ISO-7 / NBR 8133 
*Temperatura x Pressão:
o 20 ͦC x 24 kgf/cm².
o 70 ͦC x 9 kgf/cm²";"*ABNT NBR 15884 
*ABNT NBR 5626";"*Sem efeito nocivo ao organismo, atóxico. 
*Sem efeito nocivo ao organismo, atóxico. 
* Resistente a corrosão, não enferruja
*Superfície interna lisa, não incrusta.";TE MISTURADOR RF ULTRATERM - 15 X 1/2;CPVC - ULTRATERM - CONEXOES;AQ;PC;Caixas;132.0;81.5;32.0;10.0;3917.40.90;7897801320016;17897801320013;27897801320010;TE MISTURADOR RF ULTRATERM - 15 X 1 2;TE;False;;;0.132;0.132;
137;TUBO PVC ESG SR 6M DN75X6M;TUBOS PVC ESGOTO;Instalações prediais industriais, comerciais e residenciais, principalmente quando se exige maiores esforços.;A linha de Esgoto Série Reforçada é utilizada em instalações prediais de esgoto sanitário, água pluvial e ventilação na qual se necessita de uma maior classe de rigidez. Geralmente utilizada em obras verticais com mais de três pavimentos, como: tubos de queda e subcoletores.;"*Matéria Prima PVC (Policloreto de Vinila) 
*Cor: Cinza Claro
*Processo: Extrusão 
*Temperatura Nominal: 75 ͦC (regime não
contínuo) 
*Escoamento por gravidade, não submetida
a pressão e ventilação. 
*Resistência a classe de rigidez de 3.200Pa para
os tubos esgoto DN 100 e 150 mm.";"*ABNT NBR 5688 
*ABNT NBR 8160";"*Resistente a esforços mecânicos e a
temperatura. 
*Fácil instalação. 
*Simples execução das juntas, leveza dos
materiais. 
*Estanqueidade em junta elástica. 
*Bolsa com dupla ação: junta elástica e
soldável.";TUBO PVC ESG SR 6M DN75X6M;TUBOS PVC ESGOTO;ESGOTO;BR;Amarrados;6000.0;88.0;88.0;5.0;3917.23.00;7897801313773;17897801313770;27897801313777;TUBO PVC ESGOTO SERIE REFORCADA 6M DN75X6M;TUBO;True;;6.0;6.0;6.0;
1370;TE MISTURADOR RF ULTRATERM - 22 X 3/4;CPVC - ULTRATERM - CONEXOES;Promover a mistura de água quente e fria por meio dos registros instalados em seus insertos metálicos com rosca fêmea.;Utilizada em instalação hidráulica residencial, comercial e industrial em pontos de mistura dos sistemas de água quente e água fria. Por exemplo: Chuveiros, linhas de recirculação com controle de temperatura, misturadores, pias.;"*Material: CPVC (Policloreto de Vinila Clorado).
* Processo: Injeção. 
*Cor: Bege
*Rosca Fêmea: NBR ISO-7 / NBR 8133 
*Temperatura x Pressão:
o 20 ͦC x 24 kgf/cm².
o 70 ͦC x 9 kgf/cm²";"*ABNT NBR 15884 
*ABNT NBR 5626";"*Sem efeito nocivo ao organismo, atóxico. 
*Sem efeito nocivo ao organismo, atóxico. 
* Resistente a corrosão, não enferruja
*Superfície interna lisa, não incrusta.";TE MISTURADOR RF ULTRATERM - 22 X 3/4;CPVC - ULTRATERM - CONEXOES;AQ;PC;Caixas;132.0;85.5;39.5;10.0;3917.40.90;7897801320023;17897801320020;27897801320027;TE MISTURADOR RF ULTRATERM - 22 X 3 4;TE;False;;;0.132;0.132;
1371;TE DE REDUCAO ULTRATERM - 22 X 15;CPVC - ULTRATERM - CONEXOES;Efetuar a ramificação de tubulações reduzindo o diâmetro, para garantir a vazão nos pontos conforme projeto.;Utilizada em instalação hidráulica residencial, comercial e industrial nas tubulações de água quente ou trechos de água fria com alta pressão, Por exemplo: sub-ramais de água quente, derivações de prumadas de água fria.;"*Material: CPVC (Policloreto de Vinila Clorado).
* Processo: Injeção 
*Cor: Bege 
*Conexão: Bolsa / Bolsa / Bolsa 
*Temperatura x Pressão:
o 20 ͦC x 24 kgf/cm²
o 70 ͦC x 9 kgf/cm²";"*ABNT NBR 15884 
*ABNT NBR 5626";"*Sem efeito nocivo ao organismo, atóxico. 
*Baixa condutividade térmica, isolante. 
*Resistente a corrosão, não enferruja. 
*Superfície interna lisa, não incrusta.";TE DE REDUCAO ULTRATERM -  22 X 15;CPVC - ULTRATERM - CONEXOES;AQ;PC;Sacos;27.0;65.0;41.5;10.0;3917.40.90;7897801320030;17897801320037;27897801320034;TE DE REDUCAO ULTRATERM - 22 X 15;TE;False;;;0.027;0.027;
1372;TE DE REDUCAO ULTRATERM - 28 X 15;CPVC - ULTRATERM - CONEXOES;Efetuar a ramificação de tubulações reduzindo o diâmetro, para garantir a vazão nos pontos conforme projeto.;Utilizada em instalação hidráulica residencial, comercial e industrial nas tubulações de água quente ou trechos de água fria com alta pressão, Por exemplo: sub-ramais de água quente, derivações de prumadas de água fria.;"*Material: CPVC (Policloreto de Vinila Clorado).
* Processo: Injeção 
*Cor: Bege 
*Conexão: Bolsa / Bolsa / Bolsa 
*Temperatura x Pressão:
o 20 ͦC x 24 kgf/cm²
o 70 ͦC x 9 kgf/cm²";"*ABNT NBR 15884 
*ABNT NBR 5626";"*Sem efeito nocivo ao organismo, atóxico. 
*Baixa condutividade térmica, isolante. 
*Resistente a corrosão, não enferruja. 
*Superfície interna lisa, não incrusta.";TE DE REDUCAO ULTRATERM -  28 X 15;CPVC - ULTRATERM - CONEXOES;AQ;PC;Sacos;34.0;81.0;48.0;10.0;3917.40.90;7897801320047;17897801320044;27897801320041;TE DE REDUCAO ULTRATERM - 28 X 15;TE;False;;;0.034;0.034;
1373;TE DE REDUCAO ULTRATERM - 28 X 22;CPVC - ULTRATERM - CONEXOES;Efetuar a ramificação de tubulações reduzindo o diâmetro, para garantir a vazão nos pontos conforme projeto.;Utilizada em instalação hidráulica residencial, comercial e industrial nas tubulações de água quente ou trechos de água fria com alta pressão, Por exemplo: sub-ramais de água quente, derivações de prumadas de água fria.;"*Material: CPVC (Policloreto de Vinila Clorado).
* Processo: Injeção 
*Cor: Bege 
*Conexão: Bolsa / Bolsa / Bolsa 
*Temperatura x Pressão:
o 20 ͦC x 24 kgf/cm²
o 70 ͦC x 9 kgf/cm²";"*ABNT NBR 15884 
*ABNT NBR 5626";"*Sem efeito nocivo ao organismo, atóxico. 
*Baixa condutividade térmica, isolante. 
*Resistente a corrosão, não enferruja. 
*Superfície interna lisa, não incrusta.";TE DE REDUCAO ULTRATERM - 28 X 22;CPVC - ULTRATERM - CONEXOES;AQ;PC;Sacos;34.0;81.0;50.0;10.0;3917.40.90;7897801320054;17897801320051;27897801320058;TE DE REDUCAO ULTRATERM - 28 X 22;TE;False;;;0.034;0.034;
1374;TE DE TRANSICAO ULTRATERM - 15 X 1/2;CPVC - ULTRATERM - CONEXOES;Efetuar a transição do CPVC para outros matérias através de um inserto metálico com rosca fêmea que garante a estanqueidade.;Utilizada em instalação hidráulica residencial, comercial e industrial nas tubulações de água quente ou trechos de água fria com alta pressão, Por exemplo: sub-ramais de água quente, trechos de controle e aferição pressostática.;"*Material: CPVC (Policloreto de Vinila Clorado).
*Processo: Injeção. 
* Cor: Bege 
*Rosca Fêmea: NBR ISO-7 / NBR 8133 
*Temperatura x Pressão:
o 20 ͦC x 24 kgf/cm².
o 70 ͦC x 9 kgf/cm²";"*ABNT NBR 15884 
*ABNT NBR 5626";"*Sem efeito nocivo ao organismo, atóxico. 
*Baixa condutividade térmica, isolante. 
*Resistente a corrosão, não enferruja. 
*Superfície interna lisa, não incrusta.";TE DE TRANSICAO ULTRATERM - 15 X 1/2;CPVC - ULTRATERM - CONEXOES;AQ;PC;Caixas;35.0;52.0;39.0;10.0;3917.40.90;7897801320061;17897801320068;27897801320065;TE DE TRANSICAO ULTRATERM - 15 X 1 2;TE;False;;;0.035;0.035;
1375;TE DE TRANSICAO ULTRATERM - 22 X 1/2;CPVC - ULTRATERM - CONEXOES;Efetuar a transição do CPVC para outros matérias através de um inserto metálico com rosca fêmea que garante a estanqueidade.;Utilizada em instalação hidráulica residencial, comercial e industrial nas tubulações de água quente ou trechos de água fria com alta pressão, Por exemplo: sub-ramais de água quente, trechos de controle e aferição pressostática.;"*Material: CPVC (Policloreto de Vinila Clorado).
*Processo: Injeção. 
* Cor: Bege 
*Rosca Fêmea: NBR ISO-7 / NBR 8133 
*Temperatura x Pressão:
o 20 ͦC x 24 kgf/cm².
o 70 ͦC x 9 kgf/cm²";"*ABNT NBR 15884 
*ABNT NBR 5626";"*Sem efeito nocivo ao organismo, atóxico. 
*Baixa condutividade térmica, isolante. 
*Resistente a corrosão, não enferruja. 
*Superfície interna lisa, não incrusta.";TE DE TRANSICAO ULTRATERM - 22 X 1/2;CPVC - ULTRATERM - CONEXOES;AQ;PC;Caixas;65.0;48.0;34.0;10.0;3917.40.90;7897801320078;17897801320075;27897801320072;TE DE TRANSICAO ULTRATERM - 22 X 1 2;TE;False;;;0.065;0.065;
1376;TE DE TRANSICAO ULTRATERM - 22 X 3/4;CPVC - ULTRATERM - CONEXOES;Efetuar a transição do CPVC para outros matérias através de um inserto metálico com rosca fêmea que garante a estanqueidade.;Utilizada em instalação hidráulica residencial, comercial e industrial nas tubulações de água quente ou trechos de água fria com alta pressão, Por exemplo: sub-ramais de água quente, trechos de controle e aferição pressostática.;"*Material: CPVC (Policloreto de Vinila Clorado).
*Processo: Injeção. 
* Cor: Bege 
*Rosca Fêmea: NBR ISO-7 / NBR 8133 
*Temperatura x Pressão:
o 20 ͦC x 24 kgf/cm².
o 70 ͦC x 9 kgf/cm²";"*ABNT NBR 15884 
*ABNT NBR 5626";"*Sem efeito nocivo ao organismo, atóxico. 
*Baixa condutividade térmica, isolante. 
*Resistente a corrosão, não enferruja. 
*Superfície interna lisa, não incrusta.";TE DE TRANSICAO ULTRATERM - 22 X 3/4;CPVC - ULTRATERM - CONEXOES;AQ;PC;Caixas;43.0;64.0;48.0;10.0;3917.40.90;7897801320085;17897801320082;27897801320089;TE DE TRANSICAO ULTRATERM - 22 X 3 4;TE;False;;;0.043;0.043;
1377;TE MISTURADOR M/F/M ULTRATERM - 15MM;CPVC - ULTRATERM - CONEXOES;Promover a mistura de água quente e fria e permitir a instalação direta de registros em CPVC em suas bolsas fêmeas.;Utilizada em instalação hidráulica residencial, comercial e industrial em pontos de mistura dos sistemas de água quente e água fria. Por exemplo: Chuveiros, linhas de recirculação com controle de temperatura, misturadores, pias.;"* Material: CPVC (Policloreto de Vinila Clorado).
*Processo: Injeção.
*Cor: Bege 
*Conexão: Ponta / Bolsa / Ponta 
*Temperatura x Pressão
*20 ͦC x 24 kgf/cm². 
*70 ͦC x 9 kgf/cm²";"* ABNT NBR 15884 
*ABNT NBR 5626";"*Sem efeito nocivo ao organismo, atóxico.
*Baixa condutividade térmica, isolante.
*Resistente a corrosão, não enferruja. 
*Superfície interna lisa, não incrusta.";TE MISTURADOR M/F/M ULTRATERM - 15MM;CPVC - ULTRATERM - CONEXOES;AQ;PC;Caixas;126.5;70.0;21.5;10.0;3917.40.90;7897801320092;17897801320099;27897801320096;TE MISTURADOR M F M ULTRATERM - 15MM;TE;False;15.0;;0.1265;0.1265;15.0
1378;TE MISTURADOR M/F/M ULTRATERM - 22MM;CPVC - ULTRATERM - CONEXOES;Promover a mistura de água quente e fria e permitir a instalação direta de registros em CPVC em suas bolsas fêmeas.;Utilizada em instalação hidráulica residencial, comercial e industrial em pontos de mistura dos sistemas de água quente e água fria. Por exemplo: Chuveiros, linhas de recirculação com controle de temperatura, misturadores, pias.;"* Material: CPVC (Policloreto de Vinila Clorado).
*Processo: Injeção.
*Cor: Bege 
*Conexão: Ponta / Bolsa / Ponta 
*Temperatura x Pressão
*20 ͦC x 24 kgf/cm². 
*70 ͦC x 9 kgf/cm²";"* ABNT NBR 15884 
*ABNT NBR 5626";"*Sem efeito nocivo ao organismo, atóxico.
*Baixa condutividade térmica, isolante.
*Resistente a corrosão, não enferruja. 
*Superfície interna lisa, não incrusta.";TE MISTURADOR M/F/M ULTRATERM - 22MM;CPVC - ULTRATERM - CONEXOES;AQ;PC;Caixas;130.5;77.5;27.0;10.0;3917.40.90;7897801320108;17897801320105;27897801320102;TE MISTURADOR M F M ULTRATERM - 22MM;TE;False;22.0;;0.1305;0.1305;22.0
